ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60601,20,05/16/2021,05/22/2021,5,1105,34,7529.8,532,29029,3625,197812.6,0.0,0.0,0,12,0.0,81.8,14675,60601-2021-20,POINT (-87.622844 41.886262)
60601,24,06/12/2022,06/18/2022,42,4745,286,32333.9,385,96185,2624,655434.4,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-24,POINT (-87.622844 41.886262)
60604,18,04/26/2020,05/02/2020,4,10,512,1278.8,16,45,2046,5754.5,0.2,0.2,0,0,0.0,0.0,782,60604-2020-18,POINT (-87.629029 41.878153)
60604,22,05/24/2020,05/30/2020,2,20,256,2557.5,20,112,2558,14322.3,0.0,0.2,0,0,0.0,0.0,782,60604-2020-22,POINT (-87.629029 41.878153)
60604,23,05/31/2020,06/06/2020,1,21,128,2685.4,13,125,1662,15984.7,0.1,0.2,0,0,0.0,0.0,782,60604-2020-23,POINT (-87.629029 41.878153)
60604,24,06/07/2020,06/13/2020,1,22,128,2813.3,9,134,1151,17135.5,0.1,0.2,0,0,0.0,0.0,782,60604-2020-24,POINT (-87.629029 41.878153)
60603,37,09/06/2020,09/12/2020,2,14,170,1192.5,20,375,1704,31942.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-37,POINT (-87.625473 41.880112)
60604,27,06/28/2020,07/04/2020,0,23,0,2941.2,19,192,2430,24552.4,0.1,0.1,0,0,0.0,0.0,782,60604-2020-27,POINT (-87.629029 41.878153)
60604,28,07/05/2020,07/11/2020,0,23,0,2941.2,29,221,3708,28260.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-28,POINT (-87.629029 41.878153)
60604,29,07/12/2020,07/18/2020,0,23,0,2941.2,16,237,2046,30306.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-29,POINT (-87.629029 41.878153)
60604,33,08/09/2020,08/15/2020,0,23,0,2941.2,35,339,4476,43350.4,0.0,0.1,0,0,0.0,0.0,782,60604-2020-33,POINT (-87.629029 41.878153)
60604,34,08/16/2020,08/22/2020,4,27,512,3452.7,32,371,4092,47442.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-34,POINT (-87.629029 41.878153)
60604,35,08/23/2020,08/29/2020,1,28,128,3580.6,29,400,3708,51150.9,0.2,0.1,0,0,0.0,0.0,782,60604-2020-35,POINT (-87.629029 41.878153)
60603,38,09/13/2020,09/19/2020,0,14,0,1192.5,27,402,2300,34241.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-38,POINT (-87.625473 41.880112)
60604,36,08/30/2020,09/05/2020,1,29,128,3708.4,25,425,3197,54347.8,0.1,0.1,0,0,0.0,0.0,782,60604-2020-36,POINT (-87.629029 41.878153)
60604,37,09/06/2020,09/12/2020,0,29,0,3708.4,22,447,2813,57161.1,0.0,0.1,0,0,0.0,0.0,782,60604-2020-37,POINT (-87.629029 41.878153)
60603,39,09/20/2020,09/26/2020,0,14,0,1192.5,38,440,3237,37478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-39,POINT (-87.625473 41.880112)
60604,38,09/13/2020,09/19/2020,0,29,0,3708.4,27,474,3453,60613.8,0.0,0.1,0,0,0.0,0.0,782,60604-2020-38,POINT (-87.629029 41.878153)
60604,39,09/20/2020,09/26/2020,0,29,0,3708.4,22,496,2813,63427.1,0.0,0.1,0,0,0.0,0.0,782,60604-2020-39,POINT (-87.629029 41.878153)
60604,40,09/27/2020,10/03/2020,0,29,0,3708.4,20,516,2558,65984.7,0.0,0.1,0,0,0.0,0.0,782,60604-2020-40,POINT (-87.629029 41.878153)
60603,40,09/27/2020,10/03/2020,0,14,0,1192.5,35,475,2981,40460,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-40,POINT (-87.625473 41.880112)
60604,41,10/04/2020,10/10/2020,3,32,384,4092.1,24,540,3069,69053.7,0.0,0.1,0,0,0.0,0.0,782,60604-2020-41,POINT (-87.629029 41.878153)
60604,43,10/18/2020,10/24/2020,2,35,256,4475.7,28,620,3581,79283.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-43,POINT (-87.629029 41.878153)
60604,44,10/25/2020,10/31/2020,6,41,767,5243,39,659,4987,84271.1,0.1,0.1,0,0,0.0,0.0,782,60604-2020-44,POINT (-87.629029 41.878153)
60604,45,11/01/2020,11/07/2020,10,51,1279,6521.7,60,719,7673,91943.7,0.2,0.1,0,0,0.0,0.0,782,60604-2020-45,POINT (-87.629029 41.878153)
60604,46,11/08/2020,11/14/2020,7,58,895,7416.9,58,777,7417,99360.6,0.2,0.1,0,0,0.0,0.0,782,60604-2020-46,POINT (-87.629029 41.878153)
60604,47,11/15/2020,11/21/2020,8,66,1023,8439.9,82,859,10486,109846.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-47,POINT (-87.629029 41.878153)
60601,29,07/17/2022,07/23/2022,29,4985,198,33969.3,322,97873,2194,666937,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-29,POINT (-87.622844 41.886262)
60604,48,11/22/2020,11/28/2020,5,71,639,9079.3,41,900,5243,115089.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-48,POINT (-87.629029 41.878153)
60601,31,07/31/2022,08/06/2022,17,5036,116,34316.9,247,98374,1683,670350.9,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-31,POINT (-87.622844 41.886262)
60601,32,08/07/2022,08/13/2022,28,5064,191,34507.7,177,98551,1206,671557.1,0.2,0.1,0,13,0.0,88.6,14675,60601-2022-32,POINT (-87.622844 41.886262)
60604,49,11/29/2020,12/05/2020,1,72,128,9207.2,41,941,5243,120332.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-49,POINT (-87.629029 41.878153)
60604,50,12/06/2020,12/12/2020,2,74,256,9462.9,57,998,7289,127621.5,0.0,0.1,0,0,0.0,0.0,782,60604-2020-50,POINT (-87.629029 41.878153)
60604,51,12/13/2020,12/19/2020,0,74,0,9462.9,75,1073,9591,137212.3,0.0,0.1,0,0,0.0,0.0,782,60604-2020-51,POINT (-87.629029 41.878153)
60604,52,12/20/2020,12/26/2020,2,76,256,9718.7,49,1122,6266,143478.3,0.1,0.1,0,0,0.0,0.0,782,60604-2020-52,POINT (-87.629029 41.878153)
60604,53,12/27/2020,01/02/2021,1,77,128,9846.5,54,1176,6905,150383.6,0.0,0.1,0,0,0.0,0.0,782,60604-2020-53,POINT (-87.629029 41.878153)
60604,16,04/18/2021,04/24/2021,1,103,128,13171.4,231,3072,29540,392838.9,0.0,0.0,0,0,0.0,0.0,782,60604-2021-16,POINT (-87.629029 41.878153)
60604,17,04/25/2021,05/01/2021,5,108,639,13810.7,223,3295,28517,421355.5,0.0,0.0,0,0,0.0,0.0,782,60604-2021-17,POINT (-87.629029 41.878153)
60602,47,11/21/2021,11/27/2021,3,144,241,11575.6,168,6588,13505,529582,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-47,POINT (-87.628309 41.883136)
60604,18,05/02/2021,05/08/2021,1,109,128,13938.6,239,3534,30563,451918.2,0.0,0.0,0,0,0.0,0.0,782,60604-2021-18,POINT (-87.629029 41.878153)
60604,19,05/09/2021,05/15/2021,0,109,0,13938.6,235,3769,30051,481969.3,0.0,0.0,0,0,0.0,0.0,782,60604-2021-19,POINT (-87.629029 41.878153)
60604,20,05/16/2021,05/22/2021,0,109,0,13938.6,238,4007,30435,512404.1,0.0,0.0,0,0,0.0,0.0,782,60604-2021-20,POINT (-87.629029 41.878153)
60604,21,05/23/2021,05/29/2021,0,109,0,13938.6,225,4232,28772,541176.5,0.0,0.0,0,0,0.0,0.0,782,60604-2021-21,POINT (-87.629029 41.878153)
60602,10,03/06/2022,03/12/2022,0,327,0,26286.2,136,9841,10932,791077.2,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-10,POINT (-87.628309 41.883136)
60602,13,03/27/2022,04/02/2022,1,330,80,26527.3,122,10184,9807,818649.5,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-13,POINT (-87.628309 41.883136)
60602,48,11/28/2021,12/04/2021,4,148,322,11897.1,379,6967,30466,560048.2,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-48,POINT (-87.628309 41.883136)
60602,5,01/31/2021,02/06/2021,1,86,80,6913.2,47,1807,3778,145257.2,0.0,0.1,0,1,0.0,80.4,1244,60602-2021-5,POINT (-87.628309 41.883136)
60602,33,08/14/2022,08/20/2022,2,420,161,33762.1,34,11479,2733,922749.2,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-33,POINT (-87.628309 41.883136)
60602,18,05/01/2022,05/07/2022,5,358,402,28778.1,84,10617,6752,853456.6,0.1,0.0,0,3,0.0,241.2,1244,60602-2022-18,POINT (-87.628309 41.883136)
60603,18,05/01/2022,05/07/2022,4,288,341,24531.5,75,10383,6388,884412.3,0.1,0.0,0,0,0.0,0.0,1174,60603-2022-18,POINT (-87.625473 41.880112)
60603,2,01/09/2022,01/15/2022,19,241,1618,20528.1,393,8336,33475,710051.1,0.1,0.0,0,0,0.0,0.0,1174,60603-2022-2,POINT (-87.625473 41.880112)
60607,1,01/03/2021,01/09/2021,100,2040,338,6894,1809,37073,6113,125284.7,0.1,0.1,0,5,0.0,16.9,29591,60607-2021-1,POINT (-87.652727 41.876104)
60603,41,10/04/2020,10/10/2020,0,14,0,1192.5,22,497,1874,42333.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-41,POINT (-87.625473 41.880112)
60603,42,10/11/2020,10/17/2020,2,16,170,1362.9,37,534,3152,45485.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-42,POINT (-87.625473 41.880112)
60602,19,05/08/2022,05/14/2022,3,361,241,29019.3,95,10712,7637,861093.2,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-19,POINT (-87.628309 41.883136)
60602,20,05/15/2022,05/21/2022,7,368,563,29582,87,10799,6994,868086.8,0.1,0.0,0,3,0.0,241.2,1244,60602-2022-20,POINT (-87.628309 41.883136)
60603,52,12/20/2020,12/26/2020,5,45,426,3833,48,1070,4089,91141.4,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-52,POINT (-87.625473 41.880112)
60602,8,02/20/2022,02/26/2022,0,327,0,26286.2,146,9565,11736,768890.7,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-8,POINT (-87.628309 41.883136)
60609,50,12/06/2020,12/12/2020,270,5266,439,8563.3,2375,45194,3862,73492.2,0.1,0.1,5,107,8.1,174.0,61495,60609-2020-50,POINT (-87.653382 41.812017)
60602,26,06/26/2022,07/02/2022,5,406,402,32636.7,46,11257,3698,904903.5,0.1,0.0,0,3,0.0,241.2,1244,60602-2022-26,POINT (-87.628309 41.883136)
60602,27,07/03/2022,07/09/2022,1,407,80,32717,40,11297,3215,908119,0.0,0.0,0,3,0.0,241.2,1244,60602-2022-27,POINT (-87.628309 41.883136)
60603,20,05/15/2022,05/21/2022,13,313,1107,26661,86,10555,7325,899063,0.2,0.0,0,0,0.0,0.0,1174,60603-2022-20,POINT (-87.625473 41.880112)
60610,35,08/23/2020,08/29/2020,23,531,59,1360.9,825,11924,2114,30559.5,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-35,POINT (-87.63581 41.90455)
60610,36,08/30/2020,09/05/2020,34,565,87,1448,971,12895,2488,33048,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-36,POINT (-87.63581 41.90455)
60610,37,09/06/2020,09/12/2020,36,601,92,1540.3,809,13704,2073,35121.4,0.1,0.0,0,10,0.0,25.6,39019,60610-2020-37,POINT (-87.63581 41.90455)
60603,23,06/05/2022,06/11/2022,5,333,426,28364.6,64,10797,5451,919676.3,0.1,0.0,0,0,0.0,0.0,1174,60603-2022-23,POINT (-87.625473 41.880112)
60603,25,06/19/2022,06/25/2022,4,339,341,28875.6,45,10879,3833,926661,0.1,0.0,0,0,0.0,0.0,1174,60603-2022-25,POINT (-87.625473 41.880112)
60610,38,09/13/2020,09/19/2020,51,652,131,1671,1214,14918,3111,38232.7,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-38,POINT (-87.63581 41.90455)
60666,50,12/12/2021,12/18/2021,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-50,POINT (-87.896371 41.979511)
60666,48,11/28/2021,12/04/2021,1,6,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-48,POINT (-87.896371 41.979511)
60604,42,10/17/2021,10/23/2021,2,127,256,16240.4,191,8675,24425,1109335,0.0,0.0,0,0,0.0,0.0,782,60604-2021-42,POINT (-87.629029 41.878153)
60603,53,12/27/2020,01/02/2021,3,48,256,4088.6,45,1115,3833,94974.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-53,POINT (-87.625473 41.880112)
60603,1,01/03/2021,01/09/2021,4,52,341,4429.3,80,1195,6814,101788.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-1,POINT (-87.625473 41.880112)
60602,29,07/17/2022,07/23/2022,2,416,161,33440.5,26,11366,2090,913665.6,0.1,0.0,0,3,0.0,241.2,1244,60602-2022-29,POINT (-87.628309 41.883136)
60603,10,03/07/2021,03/13/2021,2,67,170,5707,74,1938,6303,165076.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-10,POINT (-87.625473 41.880112)
60603,11,03/14/2021,03/20/2021,0,67,0,5707,101,2039,8603,173679.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-11,POINT (-87.625473 41.880112)
60603,13,03/28/2021,04/03/2021,0,71,0,6047.7,80,2192,6814,186712.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-13,POINT (-87.625473 41.880112)
60603,42,10/17/2021,10/23/2021,0,93,0,7921.6,167,5113,14225,435519.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-42,POINT (-87.625473 41.880112)
60603,32,08/07/2022,08/13/2022,3,375,256,31942.1,30,11229,2555,956473.6,0.2,0.0,0,0,0.0,0.0,1174,60603-2022-32,POINT (-87.625473 41.880112)
60605,25,06/19/2022,06/25/2022,77,6139,280,22308.2,532,121166,1933,440299.4,0.2,0.1,0,15,0.0,54.5,27519,60605-2022-25,POINT (-87.623449 41.867824)
60604,52,12/26/2021,01/01/2022,45,232,5754,29667.5,207,10453,26471,1336701,0.2,0.0,0,0,0.0,0.0,782,60604-2021-52,POINT (-87.629029 41.878153)
60603,14,04/04/2021,04/10/2021,2,73,170,6218.1,81,2273,6900,193611.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-14,POINT (-87.625473 41.880112)
60603,10,03/06/2022,03/12/2022,0,259,0,22061.3,122,9684,10392,824872.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2022-10,POINT (-87.625473 41.880112)
60604,10,03/06/2022,03/12/2022,1,330,128,42199.5,121,12474,15473,1595141,0.0,0.0,0,0,0.0,0.0,782,60604-2022-10,POINT (-87.629029 41.878153)
60604,14,04/03/2022,04/09/2022,3,338,384,43222.5,97,12907,12404,1650512,0.1,0.0,0,0,0.0,0.0,782,60604-2022-14,POINT (-87.629029 41.878153)
60603,15,04/11/2021,04/17/2021,2,75,170,6388.4,105,2378,8944,202555.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-15,POINT (-87.625473 41.880112)
60603,16,04/18/2021,04/24/2021,1,76,85,6473.6,89,2467,7581,210136.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-16,POINT (-87.625473 41.880112)
60603,17,04/25/2021,05/01/2021,0,76,0,6473.6,90,2557,7666,217802.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-17,POINT (-87.625473 41.880112)
60604,15,04/10/2022,04/16/2022,8,346,1023,44245.5,89,12996,11381,1661893,0.1,0.0,0,0,0.0,0.0,782,60604-2022-15,POINT (-87.629029 41.878153)
60604,29,07/18/2021,07/24/2021,0,111,0,14194.4,208,5627,26598,719565.2,0.0,0.0,0,0,0.0,0.0,782,60604-2021-29,POINT (-87.629029 41.878153)
60604,30,07/25/2021,07/31/2021,0,111,0,14194.4,216,5843,27622,747186.7,0.0,0.0,0,0,0.0,0.0,782,60604-2021-30,POINT (-87.629029 41.878153)
60604,31,08/01/2021,08/07/2021,0,111,0,14194.4,235,6078,30051,777237.9,0.0,0.0,0,0,0.0,0.0,782,60604-2021-31,POINT (-87.629029 41.878153)
60604,32,08/08/2021,08/14/2021,4,115,512,14705.9,357,6435,45652,822890,0.0,0.0,0,0,0.0,0.0,782,60604-2021-32,POINT (-87.629029 41.878153)
60604,8,02/21/2021,02/27/2021,1,89,128,11381.1,66,1690,8440,216112.5,0.0,0.1,0,0,0.0,0.0,782,60604-2021-8,POINT (-87.629029 41.878153)
60604,9,02/28/2021,03/06/2021,0,89,0,11381.1,68,1758,8696,224808.2,0.0,0.1,0,0,0.0,0.0,782,60604-2021-9,POINT (-87.629029 41.878153)
60604,20,05/15/2022,05/21/2022,10,381,1279,48721.2,104,13478,13299,1723529,0.1,0.0,0,0,0.0,0.0,782,60604-2022-20,POINT (-87.629029 41.878153)
60604,23,06/05/2022,06/11/2022,6,400,767,51150.9,173,13843,22123,1770205,0.0,0.0,0,0,0.0,0.0,782,60604-2022-23,POINT (-87.629029 41.878153)
60604,32,08/07/2022,08/13/2022,0,427,0,54603.6,56,14750,7161,1886189,0.0,0.0,0,0,0.0,0.0,782,60604-2022-32,POINT (-87.629029 41.878153)
60603,13,03/27/2022,04/02/2022,1,266,85,22657.6,85,10040,7240,855195.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2022-13,POINT (-87.625473 41.880112)
60603,17,04/24/2022,04/30/2022,7,284,596,24190.8,79,10308,6729,878023.9,0.1,0.0,0,0,0.0,0.0,1174,60603-2022-17,POINT (-87.625473 41.880112)
60604,43,10/24/2021,10/30/2021,1,128,128,16368.3,188,8863,24041,1133376,0.0,0.0,0,0,0.0,0.0,782,60604-2021-43,POINT (-87.629029 41.878153)
60666,47,11/21/2021,11/27/2021,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-47,POINT (-87.896371 41.979511)
60606,12,03/20/2022,03/26/2022,3,821,97,26475.3,293,26482,9449,853982.6,0.0,0.0,0,9,0.0,290.2,3101,60606-2022-12,POINT (-87.63676 41.882634)
60603,18,05/02/2021,05/08/2021,1,77,85,6558.8,88,2645,7496,225298.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-18,POINT (-87.625473 41.880112)
60603,19,05/09/2021,05/15/2021,1,78,85,6644,75,2720,6388,231686.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-19,POINT (-87.625473 41.880112)
60606,18,05/01/2022,05/07/2022,14,872,452,28120,290,27996,9352,902805.5,0.1,0.0,0,9,0.0,290.2,3101,60606-2022-18,POINT (-87.63676 41.882634)
60603,2,01/10/2021,01/16/2021,5,57,426,4855.2,91,1286,7751,109540,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-2,POINT (-87.625473 41.880112)
60604,44,10/31/2021,11/06/2021,1,129,128,16496.2,180,9043,23018,1156394,0.0,0.0,0,0,0.0,0.0,782,60604-2021-44,POINT (-87.629029 41.878153)
60604,50,12/12/2021,12/18/2021,20,158,2558,20204.6,230,9978,29412,1275959,0.1,0.0,0,0,0.0,0.0,782,60604-2021-50,POINT (-87.629029 41.878153)
60603,20,05/16/2021,05/22/2021,1,79,85,6729.1,68,2788,5792,237478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-20,POINT (-87.625473 41.880112)
60603,26,06/26/2022,07/02/2022,9,348,767,29642.2,77,10956,6559,933219.8,0.1,0.0,0,0,0.0,0.0,1174,60603-2022-26,POINT (-87.625473 41.880112)
60603,23,06/06/2021,06/12/2021,0,80,0,6814.3,44,2936,3748,250085.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-23,POINT (-87.625473 41.880112)
60603,24,06/13/2021,06/19/2021,0,80,0,6814.3,41,2977,3492,253577.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-24,POINT (-87.625473 41.880112)
60603,25,06/20/2021,06/26/2021,0,80,0,6814.3,38,3015,3237,256814.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-25,POINT (-87.625473 41.880112)
60603,29,07/18/2021,07/24/2021,0,80,0,6814.3,101,3246,8603,276490.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-29,POINT (-87.625473 41.880112)
60603,3,01/17/2021,01/23/2021,0,57,0,4855.2,78,1364,6644,116184,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-3,POINT (-87.625473 41.880112)
60603,33,08/15/2021,08/21/2021,3,86,256,7325.4,110,3767,9370,320868.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-33,POINT (-87.625473 41.880112)
60603,34,08/22/2021,08/28/2021,1,87,85,7410.6,142,3909,12095,332964.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-34,POINT (-87.625473 41.880112)
60603,35,08/29/2021,09/04/2021,1,88,85,7495.7,166,4075,14140,347103.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-35,POINT (-87.625473 41.880112)
60603,36,09/05/2021,09/11/2021,0,88,0,7495.7,164,4239,13969,361073.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-36,POINT (-87.625473 41.880112)
60603,27,07/03/2022,07/09/2022,9,357,767,30408.9,53,11009,4514,937734.2,0.1,0.0,0,0,0.0,0.0,1174,60603-2022-27,POINT (-87.625473 41.880112)
60603,29,07/17/2022,07/23/2022,3,365,256,31090.3,48,11119,4089,947103.9,0.1,0.0,0,0,0.0,0.0,1174,60603-2022-29,POINT (-87.625473 41.880112)
60603,8,02/21/2021,02/27/2021,0,64,0,5451.4,74,1772,6303,150937,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-8,POINT (-87.625473 41.880112)
60605,47,11/15/2020,11/21/2020,160,1029,581,3739.2,1947,19564,7075,71092.7,0.1,0.1,1,6,3.6,21.8,27519,60605-2020-47,POINT (-87.623449 41.867824)
60603,6,02/06/2022,02/12/2022,2,255,170,21720.6,193,9099,16440,775042.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2022-6,POINT (-87.625473 41.880112)
60602,42,10/17/2021,10/23/2021,0,128,0,10289.4,150,5269,12058,423553.1,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-42,POINT (-87.628309 41.883136)
60603,9,02/28/2021,03/06/2021,1,65,85,5536.6,92,1864,7836,158773.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-9,POINT (-87.625473 41.880112)
60602,46,11/14/2021,11/20/2021,6,141,482,11334.4,326,6420,26206,516077.2,0.0,0.0,0,3,0.0,241.2,1244,60602-2021-46,POINT (-87.628309 41.883136)
60603,7,02/13/2022,02/19/2022,3,258,256,21976.1,156,9255,13288,788330.5,0.0,0.0,0,0,0.0,0.0,1174,60603-2022-7,POINT (-87.625473 41.880112)
60605,26,06/26/2022,07/02/2022,71,6210,258,22566.2,517,121683,1879,442178.1,0.1,0.1,0,15,0.0,54.5,27519,60605-2022-26,POINT (-87.623449 41.867824)
60604,19,05/03/2020,05/09/2020,2,12,256,1534.5,15,60,1918,7672.6,0.2,0.2,0,0,0.0,0.0,782,60604-2020-19,POINT (-87.629029 41.878153)
60604,20,05/10/2020,05/16/2020,3,15,384,1918.2,16,76,2046,9718.7,0.3,0.2,0,0,0.0,0.0,782,60604-2020-20,POINT (-87.629029 41.878153)
60604,21,05/17/2020,05/23/2020,3,18,384,2301.8,16,92,2046,11764.7,0.2,0.2,0,0,0.0,0.0,782,60604-2020-21,POINT (-87.629029 41.878153)
60605,29,07/17/2022,07/23/2022,72,6441,262,23405.6,480,123187,1744,447643.4,0.2,0.1,0,15,0.0,54.5,27519,60605-2022-29,POINT (-87.623449 41.867824)
60613,23,05/31/2020,06/06/2020,16,382,32,762.3,405,2896,808,5778.9,0.0,0.1,1,27,2.0,53.9,50113,60613-2020-23,POINT (-87.661343 41.953742)
60613,24,06/07/2020,06/13/2020,14,396,28,790.2,710,3606,1417,7195.7,0.0,0.1,0,27,0.0,53.9,50113,60613-2020-24,POINT (-87.661343 41.953742)
60613,26,06/21/2020,06/27/2020,19,425,38,848.1,752,4971,1501,9919.6,0.0,0.1,2,30,4.0,59.9,50113,60613-2020-26,POINT (-87.661343 41.953742)
60601,18,05/01/2022,05/07/2022,50,4368,341,29764.9,527,93071,3591,634214.7,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-18,POINT (-87.622844 41.886262)
60605,52,12/20/2020,12/26/2020,42,1359,153,4938.4,1207,26007,4386,94505.6,0.0,0.1,1,8,3.6,29.1,27519,60605-2020-52,POINT (-87.623449 41.867824)
60605,20,05/16/2021,05/22/2021,5,1969,18,7155.1,785,47400,2853,172244.6,0.0,0.0,0,11,0.0,40.0,27519,60605-2021-20,POINT (-87.623449 41.867824)
60613,50,12/12/2021,12/18/2021,479,5594,956,11162.8,5451,161735,10877,322740.6,0.1,0.0,0,52,0.0,103.8,50113,60613-2021-50,POINT (-87.661343 41.953742)
60613,52,12/26/2021,01/01/2022,851,7351,1698,14668.8,4781,173478,9540,346173.6,0.2,0.0,1,53,2.0,105.8,50113,60613-2021-52,POINT (-87.661343 41.953742)
60613,7,02/14/2021,02/20/2021,27,3227,54,6439.4,1616,67460,3225,134615.8,0.0,0.1,0,41,0.0,81.8,50113,60613-2021-7,POINT (-87.661343 41.953742)
60605,15,04/10/2022,04/16/2022,49,5075,178,18441.8,741,111043,2693,403513.9,0.1,0.0,0,15,0.0,54.5,27519,60605-2022-15,POINT (-87.623449 41.867824)
60613,1,01/02/2022,01/08/2022,768,8119,1532,16201.4,5161,178639,10299,356472.4,0.2,0.0,2,55,4.0,109.8,50113,60613-2022-1,POINT (-87.661343 41.953742)
60601,20,05/15/2022,05/21/2022,72,4510,491,30732.5,502,94131,3421,641437.8,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-20,POINT (-87.622844 41.886262)
60601,21,05/22/2022,05/28/2022,68,4578,463,31195.9,572,94703,3898,645335.6,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-21,POINT (-87.622844 41.886262)
60601,25,06/19/2022,06/25/2022,54,4799,368,32701.9,370,96555,2521,657955.7,0.1,0.1,0,13,0.0,88.6,14675,60601-2022-25,POINT (-87.622844 41.886262)
60601,26,06/26/2022,07/02/2022,51,4850,348,33049.4,326,96881,2222,660177.2,0.2,0.1,0,13,0.0,88.6,14675,60601-2022-26,POINT (-87.622844 41.886262)
60605,32,08/07/2022,08/13/2022,43,6633,156,24103.3,340,124310,1236,451724.3,0.2,0.1,0,15,0.0,54.5,27519,60605-2022-32,POINT (-87.623449 41.867824)
60605,7,02/13/2022,02/19/2022,26,4841,94,17591.5,1350,102282,4906,371677.7,0.0,0.1,0,15,0.0,54.5,27519,60605-2022-7,POINT (-87.623449 41.867824)
60606,23,05/31/2020,06/06/2020,5,27,161,870.7,104,721,3354,23250.6,0.1,0.2,0,0,0.0,0.0,3101,60606-2020-23,POINT (-87.63676 41.882634)
60606,24,06/07/2020,06/13/2020,0,27,0,870.7,80,801,2580,25830.4,0.0,0.1,0,0,0.0,0.0,3101,60606-2020-24,POINT (-87.63676 41.882634)
60606,13,03/28/2021,04/03/2021,3,289,97,9319.6,229,7799,7385,251499.5,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-13,POINT (-87.63676 41.882634)
